Index,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,AverageScore
664,male,group C,master's degree,standard,completed,married,sometimes,yes,3,school_bus,> 10,63,54,53,56.67
665,male,group B,high school,free/reduced,none,married,regularly,yes,2,school_bus,10-May,50,50,47,49.00
666,male,group E,associate's degree,standard,none,married,regularly,yes,0,school_bus,> 10,100,94,94,96.00
667,male,group B,associate's degree,free/reduced,completed,single,sometimes,yes,3,private,10-May,60,55,58,57.67
668,female,,some college,standard,,married,regularly,yes,2,,10-May,76,92,100,89.33
669,female,group C,some high school,free/reduced,none,divorced,regularly,yes,3,private,> 10,73,92,87,84.00
670,female,group C,associate's degree,free/reduced,completed,married,sometimes,yes,4,private,> 10,56,75,79,70.00
671,male,group C,associate's degree,free/reduced,none,married,sometimes,no,3,,< 5,68,80,76,74.67
672,female,group E,high school,standard,none,married,sometimes,yes,3,,< 5,71,76,66,71.00
673,female,group D,,free/reduced,completed,married,never,no,3,school_bus,> 10,79,94,98,90.33
674,male,group D,bachelor's degree,free/reduced,none,single,regularly,no,3,school_bus,< 5,63,67,67,65.67
675,female,group A,associate's degree,standard,none,married,regularly,no,3,private,10-May,75,86,85,82.00
676,male,group A,some college,standard,,single,regularly,yes,0,private,10-May,85,78,82,81.67
677,female,group C,bachelor's degree,standard,none,single,regularly,no,1,private,< 5,81,87,89,85.67
678,female,group A,associate's degree,free/reduced,completed,married,sometimes,yes,3,private,< 5,79,91,91,87.00
679,male,group A,high school,standard,none,single,sometimes,yes,2,private,< 5,57,57,55,56.33
680,male,group D,bachelor's degree,free/reduced,none,divorced,sometimes,yes,5,school_bus,< 5,41,43,41,41.67
681,male,group C,,standard,completed,married,sometimes,no,1,private,10-May,68,59,63,63.33
683,female,group D,some high school,standard,none,married,sometimes,yes,1,school_bus,< 5,72,81,74,75.67
684,female,group C,associate's degree,standard,completed,divorced,regularly,yes,2,private,< 5,85,91,94,90.00
685,male,group E,some college,free/reduced,none,married,never,no,3,private,10-May,90,90,78,86.00
686,female,group D,some college,standard,none,married,sometimes,yes,5,private,10-May,65,79,72,72.00
687,female,group D,high school,standard,none,married,sometimes,yes,2,school_bus,> 10,77,74,80,77.00
688,female,group D,associate's degree,standard,none,married,regularly,yes,1,school_bus,< 5,70,77,88,78.33
689,female,,some high school,free/reduced,completed,,sometimes,yes,0,school_bus,10-May,36,40,44,40.00
690,female,group A,some college,standard,none,married,never,yes,2,school_bus,10-May,49,59,54,54.00
691,male,group D,high school,standard,none,married,sometimes,yes,,school_bus,,68,63,62,64.33
692,female,group D,some college,standard,none,married,sometimes,yes,3,private,,98,91,95,94.67
693,male,group C,some college,free/reduced,none,married,sometimes,no,2,private,10-May,67,53,49,56.33
694,female,group E,bachelor's degree,free/reduced,,single,regularly,no,3,private,10-May,62,63,69,64.67
696,male,group D,some college,standard,none,,regularly,yes,1,private,10-May,70,65,63,66.00
697,male,,some college,free/reduced,completed,single,never,no,1,school_bus,10-May,67,69,71,69.00
698,female,group B,master's degree,standard,none,widowed,sometimes,yes,3,school_bus,10-May,78,68,81,75.67
699,male,group C,some college,standard,none,married,sometimes,yes,3,private,10-May,47,45,41,44.33
700,male,group C,bachelor's degree,standard,none,married,regularly,yes,0,school_bus,10-May,74,60,62,65.33
701,female,group D,associate's degree,standard,none,divorced,regularly,yes,4,private,< 5,74,84,84,80.67
702,female,group B,some college,standard,none,married,regularly,yes,3,school_bus,< 5,76,79,74,76.33
703,male,group C,high school,standard,completed,single,regularly,yes,2,school_bus,< 5,57,54,59,56.67
704,female,group D,high school,free/reduced,none,married,sometimes,yes,0,,10-May,68,71,73,70.67
705,female,group E,some college,standard,none,single,sometimes,yes,0,school_bus,10-May,52,51,57,53.33
706,female,group A,some high school,free/reduced,completed,married,regularly,no,3,private,< 5,59,74,72,68.33
707,male,group D,associate's degree,free/reduced,completed,divorced,sometimes,no,1,private,> 10,39,42,44,41.67
708,female,group A,high school,standard,completed,married,regularly,no,1,school_bus,10-May,79,88,92,86.33
709,male,group D,,free/reduced,none,married,regularly,no,4,private,10-May,56,48,53,52.33
710,female,group D,some high school,standard,completed,single,never,yes,1,school_bus,< 5,67,80,84,77.00
711,male,group C,some high school,free/reduced,none,married,sometimes,yes,3,school_bus,10-May,50,48,47,48.33
712,female,,high school,standard,none,single,never,no,,,< 5,60,67,71,66.00
713,female,group B,some college,standard,completed,married,,yes,0,school_bus,10-May,79,85,88,84.00
714,male,group E,,free/reduced,completed,married,sometimes,yes,1,school_bus,10-May,74,66,68,69.33
715,female,group D,associate's degree,standard,none,divorced,regularly,no,4,private,10-May,85,86,91,87.33
716,female,group C,high school,standard,none,married,never,yes,0,school_bus,< 5,79,89,88,85.33
717,male,group D,associate's degree,standard,completed,single,sometimes,no,2,private,10-May,59,52,56,55.67
718,female,group C,some college,free/reduced,none,single,never,yes,2,private,< 5,47,55,49,50.33
719,female,group B,some college,free/reduced,completed,married,regularly,no,,private,10-May,51,74,69,64.67
720,male,group D,some college,standard,none,married,regularly,yes,2,school_bus,10-May,62,71,69,67.33
721,female,group E,some high school,free/reduced,none,married,regularly,no,2,private,< 5,63,69,70,67.33
722,female,group E,,standard,none,married,regularly,yes,1,private,10-May,87,88,87,87.33
723,female,group A,master's degree,standard,,divorced,regularly,no,2,school_bus,10-May,80,89,91,86.67
724,female,group C,some high school,standard,completed,single,sometimes,yes,3,private,10-May,78,88,92,86.00
725,female,group C,associate's degree,standard,none,divorced,regularly,yes,4,private,10-May,83,94,87,88.00
726,female,group B,some college,free/reduced,none,married,never,yes,3,school_bus,10-May,41,54,50,48.33
727,male,group E,master's degree,standard,none,single,regularly,yes,0,private,10-May,90,81,76,82.33
728,male,group B,high school,standard,completed,married,sometimes,yes,3,,< 5,57,47,55,53.00
729,male,group A,some college,standard,none,single,sometimes,no,4,school_bus,< 5,65,65,65,65.00
730,male,group C,master's degree,free/reduced,none,married,regularly,yes,3,private,10-May,56,58,52,55.33
731,female,group A,high school,free/reduced,completed,single,regularly,yes,0,school_bus,10-May,41,49,56,48.67
732,female,group C,high school,standard,none,married,regularly,yes,1,private,10-May,75,70,73,72.67
733,male,group C,master's degree,free/reduced,none,married,sometimes,yes,1,school_bus,< 5,65,72,72,69.67
734,male,group B,master's degree,free/reduced,none,,,no,3,private,> 10,58,56,53,55.67
736,male,group D,bachelor's degree,free/reduced,completed,married,sometimes,yes,1,school_bus,> 10,78,81,79,79.33
737,female,group C,high school,standard,completed,married,sometimes,yes,3,school_bus,10-May,75,91,85,83.67
738,female,group D,bachelor's degree,free/reduced,none,married,regularly,no,4,private,< 5,57,68,74,66.33
739,male,group D,some college,standard,completed,married,regularly,yes,3,school_bus,> 10,89,88,90,89.00
740,female,group C,master's degree,free/reduced,none,married,,no,5,,10-May,75,96,90,87.00
741,female,group D,bachelor's degree,free/reduced,none,single,regularly,no,5,school_bus,10-May,58,65,66,63.00
742,male,group D,master's degree,standard,none,,sometimes,yes,2,private,10-May,93,82,84,86.33
743,male,group D,master's degree,standard,none,married,,yes,1,school_bus,10-May,97,83,91,90.33
744,female,group E,associate's degree,standard,completed,married,never,no,2,private,10-May,61,81,79,73.67
745,male,group C,some high school,standard,completed,married,regularly,no,1,private,> 10,86,88,85,86.33
746,female,group D,some college,standard,none,divorced,regularly,yes,0,school_bus,10-May,69,79,79,75.67
748,female,group C,high school,standard,none,married,sometimes,yes,0,school_bus,< 5,64,73,68,68.33
749,male,group C,associate's degree,free/reduced,completed,divorced,sometimes,yes,1,school_bus,< 5,43,43,47,44.33
750,male,group B,,free/reduced,none,married,regularly,yes,0,private,10-May,41,39,37,39.00
752,female,group B,some college,standard,completed,married,sometimes,yes,0,private,< 5,83,98,98,93.00
753,female,group D,some high school,free/reduced,,married,sometimes,,0,private,< 5,31,47,49,42.33
754,female,group D,associate's degree,standard,none,married,sometimes,yes,3,private,< 5,85,96,98,93.00
755,male,group C,associate's degree,standard,none,single,sometimes,yes,3,private,< 5,81,79,75,78.33
756,male,group C,associate's degree,standard,,single,sometimes,yes,3,school_bus,< 5,60,53,48,53.67
757,female,group D,bachelor's degree,free/reduced,none,divorced,sometimes,no,1,school_bus,10-May,88,96,94,92.67
758,female,group D,some high school,free/reduced,completed,married,sometimes,yes,2,private,> 10,67,77,71,71.67
759,male,group C,some college,standard,completed,divorced,never,yes,,school_bus,< 5,46,54,46,48.67
760,male,group D,some college,standard,none,married,regularly,no,1,school_bus,10-May,50,39,37,42.00
761,male,group B,some college,free/reduced,none,married,sometimes,yes,1,school_bus,< 5,60,57,49,55.33
762,male,group C,,free/reduced,none,single,never,no,,private,< 5,56,53,44,51.00
763,male,group C,bachelor's degree,free/reduced,none,divorced,regularly,no,3,,10-May,73,76,75,74.67
765,male,group D,some college,standard,none,widowed,sometimes,no,4,private,< 5,69,65,53,62.33
766,female,group A,some high school,standard,,married,sometimes,yes,1,school_bus,10-May,53,64,63,60.00
767,female,group C,some high school,free/reduced,none,married,regularly,yes,,private,> 10,42,61,51,51.33
768,female,,high school,standard,completed,married,sometimes,yes,0,private,> 10,82,86,88,85.33
769,female,group C,bachelor's degree,free/reduced,completed,married,sometimes,yes,2,private,< 5,65,75,77,72.33
770,female,group D,associate's degree,standard,completed,married,sometimes,yes,1,school_bus,> 10,83,97,95,91.67
771,female,group E,some college,standard,none,married,sometimes,no,2,school_bus,10-May,58,57,55,56.67
772,male,group B,associate's degree,standard,completed,married,regularly,yes,3,school_bus,,82,75,72,76.33
773,female,group A,associate's degree,standard,none,married,regularly,yes,2,private,> 10,63,70,67,66.67
774,male,group C,associate's degree,standard,,married,sometimes,yes,1,school_bus,10-May,77,78,73,76.00
775,male,,,free/reduced,none,married,never,no,4,,< 5,52,47,40,46.33
776,male,group B,high school,free/reduced,completed,married,regularly,yes,3,,10-May,65,57,58,60.00
777,male,group B,bachelor's degree,standard,completed,married,regularly,yes,0,school_bus,10-May,80,73,77,76.67
778,female,group D,some college,standard,none,married,never,yes,,private,10-May,74,81,80,78.33
779,male,group B,associate's degree,standard,completed,divorced,sometimes,no,3,private,< 5,91,89,91,90.33
780,female,group D,some college,free/reduced,none,single,never,yes,1,private,10-May,60,80,70,70.00
781,female,group B,high school,standard,completed,married,sometimes,no,2,school_bus,< 5,67,82,81,76.67
782,female,group C,some high school,free/reduced,completed,married,sometimes,yes,3,,< 5,28,38,35,33.67
783,male,group C,associate's degree,free/reduced,none,married,regularly,no,1,,< 5,61,64,64,63.00
784,male,group C,bachelor's degree,standard,completed,single,never,yes,3,private,< 5,81,86,82,83.00
785,female,group E,some high school,standard,,divorced,sometimes,yes,2,private,10-May,46,57,53,52.00
786,female,group C,associate's degree,standard,completed,single,sometimes,yes,3,school_bus,> 10,78,89,90,85.67
787,male,group D,some college,standard,none,married,sometimes,no,1,private,> 10,73,69,67,69.67
788,female,group D,master's degree,standard,completed,single,sometimes,yes,0,school_bus,,79,97,100,92.00
789,female,group E,associate's degree,standard,completed,single,never,no,3,school_bus,10-May,72,72,72,72.00
790,male,group B,some college,free/reduced,none,married,sometimes,yes,3,school_bus,< 5,51,47,37,45.00
791,male,group D,high school,standard,none,married,sometimes,no,1,private,> 10,80,71,74,75.00
792,female,group C,associate's degree,standard,none,single,regularly,yes,0,,< 5,81,97,90,89.33
793,female,group C,some high school,standard,completed,single,sometimes,yes,3,school_bus,10-May,79,94,96,89.67
794,female,group E,some high school,standard,completed,single,never,no,2,school_bus,< 5,89,97,95,93.67
795,male,group C,master's degree,standard,none,single,regularly,yes,3,private,10-May,77,56,60,64.33
796,female,group D,bachelor's degree,standard,none,divorced,regularly,yes,2,school_bus,10-May,82,93,98,91.00
797,female,group E,high school,free/reduced,none,married,never,no,2,private,,57,56,57,56.67
798,female,group B,high school,standard,none,single,sometimes,no,2,school_bus,10-May,57,69,66,64.00
800,male,group B,bachelor's degree,free/reduced,none,divorced,regularly,yes,3,private,> 10,75,72,72,73.00
802,female,group E,some college,standard,completed,married,,yes,4,private,10-May,65,65,72,67.33
804,female,group B,bachelor's degree,standard,none,divorced,sometimes,yes,1,school_bus,10-May,57,67,66,63.33
805,female,group D,high school,standard,none,married,regularly,yes,4,private,10-May,71,78,79,76.00
806,male,group D,some college,standard,completed,married,,no,3,private,10-May,72,66,67,68.33
807,female,group C,some high school,free/reduced,completed,single,sometimes,no,,school_bus,< 5,55,73,71,66.33
808,male,group B,high school,free/reduced,,divorced,sometimes,yes,2,private,10-May,62,58,59,59.67
809,female,group B,associate's degree,standard,none,married,sometimes,no,2,school_bus,> 10,60,63,67,63.33
810,male,group B,associate's degree,free/reduced,none,married,sometimes,yes,2,private,10-May,83,84,79,82.00
811,female,group D,high school,free/reduced,none,single,regularly,yes,1,private,10-May,83,78,79,80.00
812,female,group B,bachelor's degree,free/reduced,none,single,sometimes,no,4,school_bus,10-May,73,90,94,85.67
813,female,group E,some college,standard,none,single,sometimes,yes,3,school_bus,10-May,71,76,74,73.67
814,female,group D,some high school,standard,completed,single,never,yes,2,school_bus,< 5,86,92,91,89.67
815,female,group C,some high school,standard,completed,single,regularly,yes,4,school_bus,< 5,54,68,75,65.67
816,male,group E,high school,standard,completed,married,regularly,no,2,school_bus,10-May,100,100,98,99.33
817,male,group C,associate's degree,standard,completed,married,regularly,yes,1,school_bus,> 10,76,75,74,75.00
818,female,group D,some high school,standard,none,single,regularly,yes,1,private,< 5,58,67,63,62.67
819,male,group D,some high school,standard,none,divorced,sometimes,yes,2,,< 5,47,50,47,48.00
820,male,group E,associate's degree,standard,completed,married,sometimes,no,4,school_bus,10-May,100,100,97,99.00
821,male,group B,bachelor's degree,standard,,divorced,sometimes,yes,3,private,10-May,82,82,84,82.67
822,female,group C,some college,standard,none,married,never,no,3,school_bus,> 10,61,71,68,66.67
823,female,group C,associate's degree,free/reduced,none,married,regularly,yes,0,school_bus,< 5,71,90,87,82.67
824,female,,some college,standard,none,single,never,yes,3,private,10-May,82,90,92,88.00
825,male,group D,some high school,standard,completed,married,sometimes,no,2,school_bus,< 5,66,63,67,65.33
826,female,group B,some high school,standard,none,married,never,yes,3,private,< 5,42,59,54,51.67
827,male,group D,some high school,standard,none,married,sometimes,yes,3,school_bus,10-May,64,54,51,56.33
828,female,group E,some college,standard,none,single,never,no,2,school_bus,< 5,67,87,81,78.33
829,female,group B,some college,free/reduced,completed,married,sometimes,no,3,,< 5,55,70,67,64.00
830,female,group B,,standard,none,married,never,no,2,private,10-May,44,40,38,40.67
831,male,group E,high school,standard,completed,,regularly,yes,5,school_bus,< 5,83,71,71,75.00
832,female,group C,associate's degree,free/reduced,none,married,regularly,no,2,school_bus,> 10,63,67,73,67.67
833,male,group A,associate's degree,standard,completed,divorced,sometimes,yes,2,private,< 5,51,50,49,50.00
834,male,group D,some high school,standard,completed,married,never,yes,0,private,< 5,81,80,78,79.67
835,female,group B,some high school,standard,none,single,sometimes,yes,1,school_bus,< 5,77,87,79,81.00
836,female,group C,high school,standard,none,married,sometimes,yes,1,school_bus,10-May,73,76,73,74.00
837,female,group C,some high school,free/reduced,none,divorced,sometimes,yes,3,school_bus,> 10,63,73,70,68.67
838,female,group D,some college,free/reduced,none,married,regularly,yes,3,school_bus,10-May,72,75,78,75.00
839,female,group D,associate's degree,free/reduced,completed,single,sometimes,yes,1,private,10-May,65,81,82,76.00
840,male,,high school,standard,none,married,regularly,yes,6,school_bus,10-May,90,81,83,84.67
841,male,group B,high school,standard,completed,married,never,no,3,private,< 5,32,35,29,32.00
842,male,group B,some high school,standard,completed,single,sometimes,yes,3,private,> 10,70,61,65,65.33
843,female,group D,some high school,standard,completed,married,sometimes,yes,1,school_bus,10-May,78,88,88,84.67
844,male,,master's degree,free/reduced,completed,widowed,sometimes,no,1,school_bus,10-May,72,68,69,69.67
845,male,group A,,free/reduced,none,single,sometimes,yes,0,school_bus,< 5,47,55,49,50.33
846,female,group E,high school,standard,completed,single,regularly,yes,4,school_bus,10-May,76,77,84,79.00
847,male,group D,some high school,standard,,single,never,no,2,school_bus,> 10,79,79,75,77.67
848,male,group B,some college,standard,none,divorced,sometimes,yes,1,private,10-May,72,71,63,68.67
849,female,group E,master's degree,standard,none,married,sometimes,yes,5,private,10-May,60,58,62,60.00
850,male,,associate's degree,standard,,married,sometimes,no,1,private,10-May,84,75,77,78.67
851,female,group C,bachelor's degree,standard,none,divorced,sometimes,no,3,school_bus,10-May,72,85,86,81.00
852,male,group C,some college,standard,completed,married,regularly,yes,1,,< 5,65,60,61,62.00
853,female,group C,associate's degree,free/reduced,none,married,regularly,no,3,private,10-May,40,58,57,51.67
854,male,group B,some college,standard,none,married,sometimes,yes,1,school_bus,10-May,46,46,39,43.67
855,female,group D,,standard,none,married,sometimes,no,,school_bus,> 10,62,66,64,64.00
856,female,group B,some high school,free/reduced,none,divorced,sometimes,yes,3,private,10-May,26,39,41,35.33
857,male,group C,high school,free/reduced,none,divorced,regularly,no,3,school_bus,10-May,69,61,58,62.67
858,male,group B,,standard,none,married,regularly,yes,3,private,> 10,79,72,74,75.00
859,female,group A,high school,free/reduced,none,widowed,sometimes,yes,0,private,10-May,55,58,60,57.67
860,female,group C,bachelor's degree,free/reduced,none,married,sometimes,no,5,,> 10,59,68,66,64.33
861,female,group C,,free/reduced,none,married,sometimes,no,2,school_bus,10-May,38,47,41,42.00
862,male,group D,some high school,standard,none,divorced,never,yes,2,private,< 5,67,69,67,67.67
863,female,group B,associate's degree,standard,completed,married,sometimes,yes,0,private,< 5,73,95,89,85.67
864,female,group D,some college,standard,completed,married,sometimes,yes,3,school_bus,< 5,95,90,98,94.33
865,male,group D,bachelor's degree,standard,none,divorced,sometimes,no,4,school_bus,10-May,71,64,65,66.67
866,male,group C,,standard,completed,married,sometimes,no,1,private,> 10,84,79,82,81.67
867,female,group E,some college,free/reduced,none,married,never,no,5,school_bus,10-May,78,88,81,82.33
868,male,group C,some high school,standard,completed,married,never,no,1,school_bus,> 10,67,70,71,69.33
869,male,group E,high school,free/reduced,none,married,sometimes,yes,1,private,10-May,72,71,66,69.67
870,female,group D,some high school,standard,completed,married,regularly,yes,,,< 5,87,99,94,93.33
871,female,group B,some college,standard,completed,single,regularly,yes,2,private,< 5,76,86,82,81.33
872,female,group E,some high school,standard,none,single,sometimes,yes,2,private,10-May,76,89,88,84.33
873,male,group C,some high school,free/reduced,completed,married,regularly,yes,0,school_bus,10-May,53,45,49,49.00
874,female,group E,master's degree,free/reduced,none,divorced,sometimes,yes,1,school_bus,10-May,59,66,63,62.67
875,male,group B,high school,standard,completed,single,regularly,yes,2,,10-May,78,80,71,76.33
876,female,group D,some high school,free/reduced,,married,sometimes,yes,2,private,< 5,33,37,35,35.00
877,female,,master's degree,standard,completed,divorced,sometimes,yes,1,school_bus,< 5,69,62,64,65.00
879,male,group D,associate's degree,free/reduced,none,married,regularly,yes,3,private,10-May,55,54,49,52.67
880,female,group D,some college,free/reduced,completed,single,regularly,no,5,private,> 10,77,89,100,88.67
881,male,group C,high school,standard,none,single,regularly,no,1,school_bus,10-May,55,50,52,52.33
882,female,group D,some high school,standard,completed,married,never,yes,4,school_bus,10-May,67,78,81,75.33
883,male,group D,master's degree,standard,completed,,sometimes,no,3,,> 10,100,96,100,98.67
884,female,group C,some college,standard,none,single,sometimes,no,7,school_bus,< 5,43,54,46,47.67
885,female,group C,associate's degree,standard,none,single,sometimes,yes,2,private,10-May,61,60,67,62.67
886,female,group C,associate's degree,standard,none,married,never,yes,2,private,10-May,80,96,90,88.67
887,female,group D,some college,free/reduced,none,married,sometimes,yes,1,private,10-May,48,55,62,55.00
888,male,group D,some high school,free/reduced,none,divorced,sometimes,no,3,private,< 5,46,45,46,45.67
889,male,group B,some college,standard,none,divorced,sometimes,yes,0,school_bus,> 10,75,72,67,71.33
890,male,group C,bachelor's degree,standard,none,single,regularly,yes,1,school_bus,< 5,76,66,64,68.67
891,female,group C,high school,standard,completed,divorced,sometimes,yes,2,school_bus,< 5,54,70,63,62.33
892,female,,associate's degree,standard,none,married,regularly,yes,,school_bus,10-May,75,73,75,74.33
894,male,group A,some high school,free/reduced,completed,married,sometimes,no,3,school_bus,10-May,57,61,57,58.33
895,male,group D,master's degree,standard,none,,regularly,,0,private,< 5,67,47,51,55.00
896,male,group E,associate's degree,free/reduced,completed,married,sometimes,no,1,school_bus,< 5,51,52,45,49.33
897,female,group A,associate's degree,standard,none,married,sometimes,yes,5,private,10-May,95,90,95,93.33
898,male,group C,some high school,standard,none,married,sometimes,yes,2,private,< 5,66,66,58,63.33
899,male,group B,associate's degree,standard,none,married,regularly,yes,1,private,10-May,91,88,77,85.33
900,male,group D,associate's degree,standard,completed,married,regularly,yes,3,school_bus,10-May,85,79,79,81.00
901,female,group C,some high school,standard,none,divorced,sometimes,no,4,school_bus,> 10,49,64,54,55.67
902,female,group C,some high school,standard,none,married,regularly,yes,1,private,10-May,74,87,80,80.33
903,female,group C,high school,standard,none,divorced,regularly,yes,4,private,10-May,88,96,94,92.67
904,male,group D,some college,standard,completed,married,sometimes,,2,private,10-May,93,94,100,95.67
905,male,group C,high school,standard,none,married,regularly,yes,2,private,10-May,85,88,78,83.67
906,female,group A,associate's degree,standard,none,divorced,sometimes,no,3,school_bus,10-May,63,64,63,63.33
907,female,group B,some high school,standard,none,married,sometimes,no,4,school_bus,> 10,86,88,90,88.00
908,female,group B,high school,free/reduced,completed,married,sometimes,yes,2,school_bus,10-May,53,70,66,63.00
909,male,group D,high school,standard,none,single,sometimes,yes,1,school_bus,< 5,75,80,73,76.00
910,male,group D,some high school,standard,none,married,regularly,yes,1,school_bus,< 5,52,44,46,47.33
912,female,group D,master's degree,standard,none,married,sometimes,yes,1,school_bus,10-May,71,86,95,84.00
914,male,group D,some college,free/reduced,none,married,regularly,no,1,school_bus,> 10,48,48,50,48.67
915,male,group C,high school,standard,completed,single,never,yes,3,school_bus,> 10,48,56,47,50.33
916,male,group B,high school,standard,completed,divorced,regularly,no,1,school_bus,< 5,69,73,69,70.33
917,female,group D,high school,standard,none,divorced,regularly,yes,0,private,10-May,77,83,86,82.00
918,female,group C,some college,standard,none,divorced,regularly,yes,4,school_bus,10-May,73,84,83,80.00
919,female,group E,associate's degree,standard,none,married,sometimes,yes,0,private,10-May,63,69,65,65.67
920,female,group B,high school,free/reduced,,married,sometimes,no,1,school_bus,> 10,57,74,75,68.67
921,female,group B,some college,standard,none,,sometimes,no,2,school_bus,10-May,39,47,50,45.33
922,female,group C,associate's degree,standard,none,single,regularly,yes,2,school_bus,< 5,83,93,97,91.00
923,female,group C,some college,standard,completed,single,regularly,yes,1,school_bus,< 5,51,62,69,60.67
924,female,group A,associate's degree,standard,none,married,sometimes,no,3,private,< 5,60,70,65,65.00
926,female,,master's degree,standard,none,single,regularly,yes,0,private,10-May,63,66,73,67.33
927,male,group B,some college,free/reduced,completed,single,never,no,2,,< 5,49,59,52,53.33
928,male,group D,associate's degree,free/reduced,none,married,sometimes,yes,3,private,< 5,45,38,40,41.00
930,male,group C,some college,standard,none,,sometimes,yes,2,school_bus,10-May,60,67,60,62.33
931,male,group C,bachelor's degree,standard,completed,married,regularly,yes,3,private,< 5,65,72,67,68.00
932,female,,high school,free/reduced,none,single,,yes,3,school_bus,10-May,51,63,57,57.00
933,female,group A,some high school,free/reduced,completed,divorced,never,yes,4,,10-May,67,76,77,73.33
934,female,group D,some college,standard,none,divorced,sometimes,no,3,,10-May,61,74,70,68.33
935,female,group D,some high school,standard,none,married,sometimes,no,3,school_bus,10-May,47,54,52,51.00
936,female,group A,some college,standard,none,married,never,yes,0,private,10-May,70,72,70,70.67
937,male,group B,bachelor's degree,free/reduced,none,married,regularly,yes,5,school_bus,> 10,70,71,69,70.00
938,female,group C,bachelor's degree,standard,none,divorced,regularly,no,2,school_bus,10-May,93,100,97,96.67
939,male,group C,associate's degree,free/reduced,none,single,never,yes,3,private,> 10,39,44,38,40.33
940,male,group D,some college,standard,none,widowed,,yes,4,school_bus,10-May,75,73,73,73.67
941,female,group C,high school,standard,none,married,sometimes,yes,4,school_bus,10-May,61,73,72,68.67
944,female,group C,some college,standard,completed,married,sometimes,yes,1,school_bus,10-May,69,79,88,78.67
945,female,group C,some college,free/reduced,none,single,regularly,yes,3,private,10-May,42,50,50,47.33
946,female,group C,master's degree,standard,none,married,regularly,yes,3,private,> 10,82,95,93,90.00
947,male,group D,some college,standard,completed,divorced,regularly,no,2,,10-May,74,70,77,73.67
948,female,group A,associate's degree,standard,completed,single,sometimes,yes,1,school_bus,,65,79,79,74.33
949,male,group C,high school,standard,none,married,regularly,yes,0,school_bus,> 10,79,64,70,71.00
950,male,group C,some college,standard,completed,single,sometimes,yes,0,private,10-May,61,64,63,62.67
951,male,group D,some college,free/reduced,none,married,sometimes,yes,2,,10-May,71,58,53,60.67
952,male,group A,high school,standard,none,married,regularly,no,4,school_bus,10-May,62,48,48,52.67
953,female,group A,master's degree,standard,none,married,regularly,yes,4,,10-May,92,96,98,95.33
955,male,,some college,standard,none,married,regularly,yes,4,school_bus,10-May,88,88,84,86.67
956,female,,high school,standard,none,single,regularly,no,5,school_bus,10-May,58,63,64,61.67
957,male,group D,associate's degree,standard,completed,single,sometimes,no,2,school_bus,10-May,81,71,68,73.33
959,female,group E,bachelor's degree,standard,none,married,sometimes,yes,0,private,> 10,84,100,94,92.67
960,male,group E,high school,standard,none,single,sometimes,yes,6,school_bus,10-May,84,77,75,78.67
961,male,group B,some college,free/reduced,completed,married,never,yes,1,private,< 5,83,89,80,84.00
962,male,group C,associate's degree,standard,none,married,never,yes,3,school_bus,< 5,69,66,60,65.00
963,female,group D,some college,standard,none,married,sometimes,yes,1,private,< 5,75,84,85,81.33
964,female,group D,some high school,standard,completed,married,sometimes,no,4,school_bus,< 5,67,90,90,82.33
965,male,group B,high school,standard,completed,single,regularly,yes,2,private,< 5,63,66,69,66.00
966,female,group C,bachelor's degree,standard,none,married,sometimes,no,3,,< 5,65,71,65,67.00
967,male,,some college,free/reduced,none,single,never,yes,3,private,> 10,62,64,67,64.33
968,female,group C,bachelor's degree,standard,completed,married,sometimes,no,3,school_bus,< 5,73,80,83,78.67
969,male,group E,associate's degree,standard,completed,single,regularly,yes,3,school_bus,10-May,100,90,89,93.00
970,male,group E,some high school,free/reduced,none,married,sometimes,yes,,school_bus,> 10,66,51,46,54.33
971,male,group E,some college,free/reduced,completed,single,never,yes,1,private,> 10,85,78,76,79.67
972,female,group D,some college,free/reduced,completed,married,regularly,yes,3,private,< 5,73,81,93,82.33
973,female,group B,master's degree,standard,none,married,sometimes,yes,1,school_bus,> 10,80,86,89,85.00
974,male,group D,associate's degree,standard,completed,married,never,no,5,private,10-May,75,69,72,72.00
975,female,group D,high school,standard,none,married,sometimes,no,4,private,10-May,73,65,69,69.00
976,male,group E,master's degree,standard,none,divorced,sometimes,no,2,private,> 10,82,74,76,77.33
977,female,group D,,standard,none,,regularly,yes,4,school_bus,> 10,76,84,82,80.67
978,female,,high school,standard,none,married,sometimes,yes,5,school_bus,10-May,51,54,50,51.67
979,male,group D,some high school,free/reduced,none,divorced,sometimes,yes,3,private,10-May,50,51,54,51.67
980,female,group E,associate's degree,standard,none,married,sometimes,yes,1,school_bus,10-May,72,77,80,76.33
981,male,group B,bachelor's degree,standard,none,married,,yes,2,school_bus,10-May,64,59,56,59.67
982,male,group B,,standard,completed,married,sometimes,,3,school_bus,< 5,84,85,79,82.67
983,male,group D,associate's degree,free/reduced,none,married,sometimes,yes,0,private,> 10,49,49,53,50.33
984,male,group C,associate's degree,standard,none,divorced,regularly,yes,0,school_bus,10-May,89,69,77,78.33
985,male,group C,some college,standard,none,married,sometimes,yes,2,private,10-May,88,84,84,85.33
